"id","body","created_at",""
"53672845","$GILD buy any weakness below 101 I if we are lucky to get some there use 99.30 as stop loss","2016-04-26T21:54:24Z","GILD"
"53672715","$GILD short sellers are out in force with emotional twits to scare you I bought today from 101.20 down thankyou","2016-04-26T21:52:49Z","GILD"
"53672566","$GILD bears painting tape with 1 share sales. We are going higher","2016-04-26T21:50:56Z","GILD"
"53672463","$GILD going to be a panic sell tommarow","2016-04-26T21:49:44Z","GILD"
"53672325","$GILD some of the people seling aapl start a position in gild or hedgfund not seeing in aapl a good long term buy gild any opinions","2016-04-26T21:47:59Z","GILD"
"53671596","$GILD GILD pre earnings analysis. Just a thought on what could happen. A gap up would be interesting. I don&#39;t specifica","2016-04-26T21:40:45Z","GILD"
"53671385","$IBB $gild $celg Sector coming up against some key lvls. Though mnthly bearish either 304 or 240 possible trgts","2016-04-26T21:38:19Z","GILD"
"53670178","Brutal AH ER for TWTR, AAPL, BWLD. Glad to be in $GILD.","2016-04-26T21:26:26Z","GILD"
"53667822","$GILD 10351&amp; shares at 101.77 at 4:12 today After hours And 50 shares at 101.26. We are going higher tommorow","2016-04-26T21:05:34Z","GILD"
"53663547","$MU $WDC $GILD $TRV buy or sell is up to fundamental,never have to diverse my port, never feel hurt at negative sign,knowing its  true value","2016-04-26T20:37:12Z","GILD"
"53662322","$GILD Still very bullish for Earnings. Seeing this at 108 easily.","2016-04-26T20:29:52Z","GILD"
"53658310","7 Dividend Stocks With &quot;Hidden&quot; Yields $SHW $DPZ $GILD $ALK ... http://stkw.it/jBc1 ‎","2016-04-26T19:59:46Z","GILD"
"53658278","Picked up some more $IBB on today&#39;s pullback, price action discouraging, but $GILD &amp; $AMGN eps may finally get moving","2016-04-26T19:59:26Z","GILD"
"53656537","$GILD Get in  now while you can. Grab those 108-110 calls. That is easy money and they are cheap. Thank me later.","2016-04-26T19:43:55Z","GILD"
"53656246","$GILD Looking really good. http://stkw.it/eAwf","2016-04-26T19:41:17Z","GILD"
"53652569","Gilead Sciences Shows Further Upside Potential $GILD http://stkw.it/y9UE","2016-04-26T19:02:00Z","GILD"
"53649153","$GILD FYI is forefront in the mix of companies for priority review in China and today´s news speeds up the process","2016-04-26T18:24:35Z","GILD"
"53649064","$GILD time to turn up","2016-04-26T18:23:33Z","GILD"
"53648796","$GILD bought the May 110 C and Apr4 99 P. Just in case. .","2016-04-26T18:20:15Z","GILD"
"53645941","$GILD This powerhouse is only going up in the long run, consistent earnings and the industry leader in Hep C and HIV.","2016-04-26T17:48:41Z","GILD"
"53644695","$GILD Going to have a green finish. This is a power house. 108 coming soon.","2016-04-26T17:34:49Z","GILD"
"53643212","$GILD stop losses just got. Taken out and the scared out, glad I didn&#39;t dump","2016-04-26T17:20:55Z","GILD"
"53642375","$GILD reports 4/28 AMC, distribution of Estimize estimates for Q1 3.22 EPS 
 http://stkw.it/y9Rt","2016-04-26T17:12:44Z","GILD"
"53642299","$GILD Seems to hold true today!! Still overextended. Healthy flush b4 the beat on Thu!!","2016-04-26T17:11:44Z","GILD"
"53641002","$GILD  China poised to approve HCV drug http://stkw.it/x9Os","2016-04-26T16:58:28Z","GILD"
"53640450","$GILD continue loading of 105 may calls. and 101 weeklys","2016-04-26T16:52:25Z","GILD"
"53639686","$GILD has impressive record beating earnings consistently. It posted positive earnings in each trailing 4quarters, with average beat 7.79%.","2016-04-26T16:43:43Z","GILD"
"53639025","$GILD &quot;Medicaid ins&#39;s cont. imposing severe restrictions &amp; onerous authorizations...causing Hep-C to increasingly be a disease  of the poor&quot;","2016-04-26T16:36:17Z","GILD"
